rma_id,customer,model,sn,dealer,type_s,tr_date,quotation_date,confirm_date,repair_note,status,p_status,p_score,return_date
FMSV2023090145,Tuyen Quang General Hospital,EG-600WR,1G391K698,,Ống soi dạ dày,2023-09-29,,,FMSV2023070050,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090146,Tuyen Quang General Hospital,EC-530WM,3C593A008,,Ống soi đại tràng,2023-09-29,,,FMSV2023070051,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090147,Tuyen Quang General Hospital,EC-201WI,RC328A025,,Ống soi đại tràng,2023-09-29,,,FMSV2023070074,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090148,Vinh Duc General Hospital,EC-530WL3,5C643K343,,Ống soi đại tràng,2023-09-29,,,PO112,waiting for part,Chuẩn bị linh kiện,4.0,
FMSV2023090149,Thien Hanh Hospital,EG-530NW,1G366K152,ETC,Ống soi dạ dày,2023-09-29,2023-08-07,,FMSV2023070083,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090153,K3 Hanoi National Cancer Hospital,EG-760R,1G402K680,,Ống soi dạ dày,2023-09-29,,,FMSV2023040066,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090154,K3 Hanoi National Cancer Hospital,EC-760R-V/I,2C728K080,,Ống soi đại tràng,2023-09-29,,,FMSV2023040065,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090155,K3 Hanoi National Cancer Hospital,EC-760R-V/I,1C728K447,,Ống soi đại tràng,2023-09-29,,,FMSV2023040064,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090156,K3 Hanoi National Cancer Hospital,EG-760R,1G402K679,,Ống soi dạ dày,2023-09-29,,,FMSV2023040063,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090159,Hoang Long Clinic,EC-760R-V/I,1C728K176,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2023060041,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090162,Viet Nhat Clinic 3 - Dr.Giang'S Clinic,VP-4450HD,3V567D229,,Bộ Xử lý,,,,RU: . Old Stt: LP/waiting confirm. FMSV2023040057,LP/Transfer to sale team,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2023090163,Hanoi Medical University Hospital,XL-4450,3S094K544,Trang Thi,Bộ nguồn sáng,2023-09-29,,,PO112,LP/waiting for part,Chuẩn bị linh kiện,4.0,
FMSV2023090164,Bach Mai Hospital,EG-600WR,8G391K381,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023030058,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090165,Bach Mai Hospital,EG-600WR,8G391K427,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023030003,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090166,Bach Mai Hospital,EG-720R,3G412K081,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023020036,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090167,Hanoi Medical University Hospital,EG-600WR,7G391K084,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023020040,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090168,Hanoi Medical University Hospital,EG-600WR,7G391K102,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023020047,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090169,Hanoi Medical University Hospital,EG-600WR,7G391K082,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023020049,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090170,Bach Mai Hospital,EG-600WR,8G391K437,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023020056,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090171,Bach Mai Hospital,EC-600WI,6C692K130,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2023020058,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090172,Bach Mai Hospital,EC-600WI,6C692K033,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2023020005,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090173,Lam Hoa Private Hospital,EG-250WR5,1G202K360,,Ống soi dạ dày,2023-09-29,,,FMSV2023020061,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090175,Hanoi Medical University Hospital,EG-600WR V2,2G391K084,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023030022,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090176,Bach Mai Hospital,EG-580NW2,6G390K093,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023030054,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090177,Hanoi Medical University Hospital,EC-600WI,1C692K738,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2023030061,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090178,Thien Duc International General Hospital- Ha Noi,EG-530WR,2G361K188,,Ống soi dạ dày,2023-09-29,,,PO112,waiting for repair,,,
FMSV2023090179,Bach Mai Hospital,EG-600WR,8G391K373,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023020060,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090180,Hoang Long Clinic,VP-4450HD,2V567K672,Trang Thi,Bộ Xử lý,2023-09-29,,,FMSV2023010001,LP/waiting confirm,Chờ xác nhận,3.0,
FMSV2023090181,Bach Mai Hospital,EG-590WR,1G348K458,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023010009,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090182,Bach Mai Hospital,EG-600WR,7G391K127,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023010008,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090183,Bach Mai Hospital,EG-600WR,8G391K372,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023010007,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090184,Bach Mai Hospital,EG-600WR,8G391K380,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2023010006,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090185,Bach Mai Hospital,EC-590WL4,1C666K566,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120026,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090186,Bach Mai Hospital,EC-600WI,5C692K088,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120011,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090187,Hanoi Medical University Hospital,EC-600WI,1C692K470,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120087,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090188,Hanoi Medical University Hospital,EG-600WR,3G391K103,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120084,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090189,Bach Mai Hospital,EC-600WI,1C692K269,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120017,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090190,Bach Mai Hospital,EC-600WI,1C692K861,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120019,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090191,Bach Mai Hospital,EG-580NW2,5G390K014,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120018,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090192,Bach Mai Hospital,EG-600WR,7G391K126,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120012,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090193,Bach Mai Hospital,EG-600WR,7G391K124,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120008,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090194,Bach Mai Hospital,EG-530WR,1G361K609,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120031,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090195,Bach Mai Hospital,EC-590WL4,1C666K568,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120023,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090196,Hanoi Medical University Hospital,EG-600WR,2G391K781,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120081,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090197,Bach Mai Hospital,EG-600WR,1G391K323,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120022,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090198,Bach Mai Hospital,EG-590WR,1G348K456,Trang Thi,Ống soi dạ dày,2023-10-01,,,FMSV2022120032,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090199,Bach Mai Hospital,EG-590WR,1G348K457,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120033,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090200,Bac Giang Hospital,EG-530WR,2G361K553,,Ống soi dạ dày,2023-09-29,,,FMSV2022060053,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090201,Hanoi Medical University Hospital,EC-600WI,3C692K104,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022060033,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090202,Hanoi Medical University Hospital,EC-600WI,3C692K100,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022060030,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090203,Hanoi Medical University Hospital,EG-600WR,7G391K105,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022060028,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090204,Hanoi Medical University Hospital,EG-600WR,7G391K092,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022060025,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090205,Hanoi Medical University Hospital,EG-600WR,7G391K096,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022050010,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090206,Hanoi Medical University Hospital,EG-600WR,2G391K021,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022050009,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090208,Thu Duc District Hospital,EB-530T,3B084A193,ETC,Ống soi khí phế quản,2023-09-29,,,FMSV2022050048,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090209,Viet Duc Hospital,EG-760R,1G402K687,,Ống soi dạ dày,2023-09-29,,,FMSV2022040054,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090210,Hue University Of Medicine And Pharmacy - Ginec,EG-530WR,4G361A487,,Ống soi dạ dày,2023-09-29,,,FMSV2022030014,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090211,Hue University Of Medicine And Pharmacy - Ginec,EC-530MP-H,4C656A006,,Ống soi đại tràng,2023-09-29,,,FMSV2022030006,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090212,Bai Chay Hospital,EC-600WI,1C692K696,MDC,Ống soi đại tràng,2023-09-29,,,FMSV2022020027,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090215,E Hospital,XL-4450,3S094D177,Trang Thi,Bộ nguồn sáng,2023-09-29,,,FMSV2021110026,LP/waiting confirm,Chờ xác nhận,3.0,
FMSV2023090216,HCM City Pediatric Hospital,EB-530S,1B083K382,,Ống soi khí phế quản,2023-09-29,,,FMSV2021110074,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090217,Vinh Phuc General Hospital,EPX-2500(230V),2V564K066,,Bộ Xử lý,2023-09-29,,,FMSV2021090002,LP/waiting confirm,Chờ xác nhận,3.0,
FMSV2023090218,Tuyen Quang General Hospital,EB-530T,1B084K617,,Ống soi khí phế quản,2023-09-29,,,FMSV2021060044,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090219,Hoang Long Clinic,EG-760Z,1G403K145,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2021040053,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090220,Bach Mai Hospital - Nagoya Project,EC-600WI,1C692K140,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2020110015,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090221,Hoang Long Clinic,EG-760R,1G402K291,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2021030028,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090222,Bach Mai Hospital,EG-600WR V2,2G391K411,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120028,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090223,Bach Mai Hospital,EC-600WI,1C692K645,Trang Thi,Ống soi đại tràng,2023-09-30,,,FMSV2022120027,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090224,Hue University Of Medicine And Pharmacy - Ginec,EG-530NW,2G366D118,,Ống soi dạ dày,2023-09-29,,,FMSV2022120014,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090225,Bach Mai Hospital,EG-600WR V2,2G391K372,Trang Thi,Ống soi dạ dày,2023-09-30,,,FMSV2022120035,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090226,Bach Mai Hospital,VP-7000,5V644K138,Trang Thi,Bộ Xử lý,2023-09-30,,,FMSV2022120051,LP/waiting confirm,Chờ xác nhận,3.0,
FMSV2023090227,Bach Mai Hospital,VP-4450HD,3V567D038,Trang Thi,Bộ Xử lý,2023-09-30,,,FMSV2022120052,LP/waiting confirm,Chờ xác nhận,3.0,
FMSV2023090228,Bach Mai Hospital,XL-4450,3S094D038,Trang Thi,Bộ nguồn sáng,2023-09-30,,,FMSV2022120054,LP/waiting confirm,Chờ xác nhận,3.0,
FMSV2023090229,Bach Mai Hospital,EC-600WI,1C692K870,Trang Thi,Ống soi đại tràng,2023-09-30,,,FMSV2022120048,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090230,Bach Mai Hospital,EN-450T5,RC361A105,Trang Thi,Ống soi ruột non,2023-09-30,,,FMSV2022120047,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090231,Bach Mai Hospital,EG-590WR,2G348K618,Trang Thi,Ống soi dạ dày,2023-09-30,,,FMSV2022120050,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090232,Bach Mai Hospital,EG-530WR,4G361A316,Trang Thi,Ống soi dạ dày,2023-09-30,,,FMSV2022120053,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090233,Bach Mai Hospital,EG-590WR,1G348K318,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120036,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090234,Bach Mai Hospital,EC-600WI,1C692K598,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120042,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090235,Bach Mai Hospital,EG-590WR,1G348K513,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120055,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090236,Bach Mai Hospital,EG-590WR,2G348K611,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120063,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090237,Hue University Of Medicine And Pharmacy - Ginec,EG-530CT,4G375A101,,Ống soi dạ dày,2023-09-29,,,FMSV2022120039,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090238,Bach Mai Hospital,EG-590WR,1G348K514,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120062,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090239,Hue University Of Medicine And Pharmacy - Ginec,EG-590WR,5G348A056,,Ống soi dạ dày,2023-09-29,,,FMSV2022120044,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090240,Bach Mai Hospital,EG-590WR,1G348K547,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120061,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090241,Bach Mai Hospital,EG-600WR V2,2G391K315,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120006,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090242,Bach Mai Hospital,EG-590WR,5G348A636,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120065,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090244,Hanoi Medical University Hospital,EC-600WI,1C692K466,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120088,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090245,Hanoi Medical University Hospital,EG-600WR,2G391K077,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120082,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090246,Hanoi Medical University Hospital,XL-4450,3S094K980,Trang Thi,Bộ nguồn sáng,2023-09-29,,,PO112,LP/waiting for part,Chuẩn bị linh kiện,4.0,
FMSV2023090247,Bach Mai Hospital,EC-600WI,1C692K144,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022120100,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090248,Bach Mai Hospital,EG-600WR,7G391K154,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120106,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090249,Bach Mai Hospital,XL-4450,3S094D030,Trang Thi,Bộ nguồn sáng,2023-09-29,,,FMSV2022110018,LP/waiting confirm,Chờ xác nhận,3.0,
FMSV2023090250,Bach Mai Hospital,VP-4450HD,3V567D030,Trang Thi,Bộ Xử lý,2023-09-29,,,FMSV2022110019,LP/waiting confirm,Chờ xác nhận,3.0,
FMSV2023090252,Hanoi Medical University Hospital,XL-4450,2S094K540,Trang Thi,Bộ nguồn sáng,2023-09-29,,,PO112,LP/waiting for part,Chuẩn bị linh kiện,4.0,
FMSV2023090253,Hanoi Medical University Hospital,EG-600WR,7G391K089,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022110036,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090254,Bach Mai Hospital,EG-600WR,8G391K371,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022110033,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090255,Uong Bi Hospital,EG-530FP,1G374K034,,Ống soi dạ dày,2023-09-29,,,FMSV2022110031,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090256,Uong Bi Hospital,EC-530WI3,1C642K108,,Ống soi đại tràng,2023-09-29,,,FMSV2022110029,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090257,Vietnam-Sweden Uong Bi Hospital,EC-530WI3,2C642K041,Promed,Ống soi đại tràng,2023-09-29,,,FMSV2022110027,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090258,Bach Mai Hospital,EC-600WI,6C692K200,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022110061,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090259,Bach Mai Hospital,EG-600WR V2,2G391K410,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120003,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090260,Bach Mai Hospital,EG-600WR,2G391K861,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022120002,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090261,Bach Mai Hospital,EG-600WR,2G391K825,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022110069,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090262,Bach Mai Hospital,EG-600WR,7G391K097,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022110068,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090263,Hanoi Medical University Hospital,EG-600WR,3G391K087,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022110037,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090264,Hanoi Medical University Hospital,EC-600WI,2C692K095,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022110038,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090265,Hue University Of Medicine And Pharmacy - Ginec,EG-530UR2,RU039A058,,Ống soi siêu âm,2023-09-29,2023-05-26,,FMSV2022110053,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090266,Hanoi Medical University Hospital,EC-600WI,2C692K093,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022110041,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090267,Hanoi Medical University Hospital,EC-600WI,5C692K034,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022110040,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090268,Bach Mai Hospital,EG-600WR,7G391K156,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022110063,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090269,Bach Mai Hospital,EG-600WR,8G391K379,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022100086,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090270,Hanoi Medical University Hospital,EG-600WR,7G391K098,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022100043,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090271,Hanoi Medical University Hospital,EG-600WR,2G391K206,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022100042,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090272,Hanoi Medical University Hospital,EG-600WR,7G391K069,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022100039,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090273,Thai Nguyen General Hospital,EG-250WR5,1G202K322,,Ống soi dạ dày,2023-09-29,,,FMSV2022100044,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090274,Hoa Binh General Hospital,EG-530NW,1G366K154,,Ống soi dạ dày,2023-09-29,,,FMSV2022100071,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090275,Bach Mai Hospital,EG-600WR,7G391K125,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022100021,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090276,Hoang Long Clinic,EC-600WI,1C692K171,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022100027,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090277,Bach Mai Hospital,EC-600WI,6C692K129,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022100024,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090278,Bach Mai Hospital,EG-600WR,7G391K347,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022100022,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090279,Bach Mai Hospital,EC-600WI,5C692K072,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022090062,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090280,Hanoi Medical University Hospital,EG-600WR,4G391K115,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022090058,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090281,Hanoi Medical University Hospital,EC-600WI,1C692K467,Trang Thi,Ống soi đại tràng,2023-09-29,,,FMSV2022090057,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090282,Bach Mai Hospital,EG-600WR V2,2G391K305,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022090061,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090284,Hanoi Medical University Hospital,EG-600WR,7G391K048,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022090012,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090285,Hanoi Medical University Hospital,EG-600WR,7G391K093,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022090009,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090286,Bac Giang Hospital,EG-530WR,1G361K023,,Ống soi dạ dày,2023-09-29,,,FMSV2022080033,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090287,Bach Mai Hospital,EG-530WR,1G361K617,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022070081,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090288,Hanoi Medical University Hospital,EG-600WR,2G391K002,Trang Thi,Ống soi dạ dày,2023-09-29,,,FMSV2022070019,waiting confirm,Chờ xác nhận,3.0,
FMSV2023090289,Hanoi Medical University Hospital,XL-4450,3S094K015,Trang Thi,Bộ nguồn sáng,2023-09-29,,,PO112,LP/waiting for part,Chuẩn bị linh kiện,4.0,
FMSV2023090290,Hanoi Medical University Hospital,XL-4450,3S094K526,Trang Thi,Bộ nguồn sáng,2023-09-29,,,PO112,LP/waiting for part,Chuẩn bị linh kiện,4.0,
FMSV2023090291,Bac Giang Hospital,EG-530WR,1G361K776,,Ống soi dạ dày,2023-09-29,,,FMSV2022060054,waiting confirm,Chờ xác nhận,3.0,
FMSV2023030040,Viet Duc Hospital,EC-760R-V/I,1C728K450,,Ống soi đại tràng,2023-03-23,2023-03-30,,,waiting confirm,Chờ xác nhận,3.0,
FMSV2023030041,Hue University of Medicine and Pharmacy - Ginec,EG-530WR,4G361A481,ETC,Ống soi dạ dày,2023-03-23,2023-04-14,,,waiting confirm,Chờ xác nhận,3.0,
FMSV2023030069,Thong Nhat Hospital,EC-720R/I,1C741K218,Trang Thi,Ống soi đại tràng,2023-03-28,2023-10-06,,,waiting confirm,Chờ xác nhận,3.0,
FMSV2023100001,Van Hanh Hospital,EC-530WL3,8C643K407,ETC,Ống soi đại tràng,2023-10-04,2023-10-05,2023-11-06,Confirmed: 06-Nov. ,waiting for part,Chuẩn bị linh kiện,4.0,
FMSV2023100002,Van Hanh Hospital,EC-250WL5,3C309K036,ETC,Ống soi đại tràng,2023-10-04,2023-10-05,2023-11-06,PO114,waiting for part,Chuẩn bị linh kiện,4.0,
FMSV2023100003,Van Hanh Hospital,EC-250WL5,SC309A048,ETC,Ống soi đại tràng,2023-10-04,2023-10-05,,,waiting confirm,Chờ xác nhận,3.0,
FMSV2023100006,Hoa Binh General Hospital,EG-600WR,8G391K040,,Ống soi dạ dày,2023-10-03,2023-10-03,,,waiting confirm,Chờ xác nhận,3.0,
FMSV2023100007,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K442,,Ống soi đại tràng,2023-10-04,2023-10-04,,,waiting approved,Chờ duyệt bảo hành,2.5,
FMSV2023100010,Hanoi Oncology Hospital,EG-530WR,LG361K013,,Ống soi dạ dày,2023-10-13,,,Warranty Parts. ,waiting approved,Chờ duyệt bảo hành,2.5,
FMSV2023100011,"FUJIFILM Vietnam Co., Ltd.",EC-530WL3,3C643K019,,Ống soi đại tràng,2023-10-10,2023-10-10,,,waiting approved,Chờ duyệt bảo hành,2.5,
FMSV2023100013,Tuyen Quang General Hospital,EC-600WI,5C692K035,,Ống soi đại tràng,2023-10-13,2023-10-13,,,waiting confirm,Chờ xác nhận,3.0,
FMSV2023100014,Northwestern Nghe An Hospital,EG-250WR5,1G202K277,,Ống soi dạ dày,2023-10-09,2023-07-19,,PO111,waiting for parts,,,
FMSV2023100015,"FUJIFILM Vietnam Co., Ltd.",EC-760ZP-V/M,1C730K094,,Ống soi đại tràng,,,,End: 18-Oct.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100016,GIA DINH PEOPLE HOSPITAL,EC-600WI,1C692K638,Trang Thi,Ống soi đại tràng,2023-10-09,,,,waiting confirm,Chờ xác nhận,3.0,
FMSV2023100017,Hoang Long Clinic,EG-760Z,1G403K172,Trang Thi,Ống soi dạ dày,2023-10-09,,,,waiting confirm,Chờ xác nhận,3.0,
FMSV2023100018,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K656,,Ống soi đại tràng,2023-10-10,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100022,Hoan My Sai Gon Premier Hospital,EC-530WI3,1C642K481,ETC,Ống soi đại tràng,,,,End: .RU: . Old Stt: Under repair. Start: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100025,FTYO - Loaner Asset,EG-600WR,2G391K630,,Ống soi dạ dày,,,,,Received,Đã Nhận,0.0,
