rma,part_no,part_description,vie_name
FMSV2023020005,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023020005,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023020005,23B8087081,ISA RING 2,Vòng sắt
FMSV2023020005,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023020005,68B1235415A,FCT RING,Vòng sắt
FMSV2023020005,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023020005,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023020005,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023020005,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023020005,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020005,56B11069912,BELT,dây đai
FMSV2023020019,370Y200007C,FCT-C730A,Kênh sinh thiết
FMSV2023020019,68B13350950,FCT RING,Vòng sắt
FMSV2023020019,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023020019,68A1336495A,J TUBE,Kênh nước phụ
FMSV2023020019,342A1334571D,BSA-C727A,Bộ phận uốn cong
FMSV2023020019,385N200076B,RBS,Vỏ cao su
FMSV2023020019,347N120260_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023020019,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023020019,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023020019,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023020019,350N120376_,COVER L,Vòng cao su
FMSV2023020022,7A1333928F,LGB-C727A,Dây dẫn sáng
FMSV2023020022,68B13350950,FCT RING,Vòng sắt
FMSV2023020022,370Y200007C,FCT-C730A,Kênh sinh thiết
FMSV2023020022,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023020022,68A1336495A,J TUBE,Kênh nước phụ
FMSV2023020022,342A1334571D,BSA-C727A,Bộ phận uốn cong
FMSV2023020022,385N200076B,RBS,Vỏ cao su
FMSV2023020022,347N120260_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023020022,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023020022,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023020022,898Y201120C,FSB A,Vỏ ống dẫn
FMSV2023020022,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023020022,350N120376_,COVER L,Vòng cao su
FMSV2023020034,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023020034,68A1336495A,J TUBE,Kênh nước phụ
FMSV2023020034,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023020034,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023020034,350N120376_,COVER L,Vòng cao su
FMSV2023020036,830Y200192E,BSA-G412A,Bộ phận uốn cong
FMSV2023020036,370N200328_,RBS-G412A,Vỏ cao su
FMSV2023020036,370Y200247B,FSA-G412A,Vỏ ống luồn
FMSV2023020036,898Y201120C,FSB A,Vỏ ống dẫn
FMSV2023020036,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023020036,370Y200620A,AWT-G412A,Kênh khí nước
FMSV2023020036,347N120259_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023020036,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023020036,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023020040,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023020040,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023020040,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023020040,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023020040,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2023020047,342A1295820E,BSA  G391A,
FMSV2023020047,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023020047,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023020047,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020047,16A1327739D,LR LOCK KNOB,Khóa điều khiển
FMSV2023020047,338Y130037A,COVER PLATE,Vỏ nhựa
FMSV2023020049,342A1295820E,BSA  G391A,
FMSV2023020049,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023020049,68B12541530,FCT RING,Vòng sắt
FMSV2023020049,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023020049,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023020049,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023020049,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023020049,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020050,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023020056,342A1295820E,BSA  G391A,
FMSV2023020056,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023020056,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023020056,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023020056,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023020056,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023020056,68B12541530,FCT RING,Vòng sắt
FMSV2023020056,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023020056,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020056,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023020056,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023020058,7A1295890D,LG FC692A ROHS,Dây dẫn sáng
FMSV2023020058,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023020058,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023020058,317Y200048_,CAP(New　DTA),Nắp nhựa
FMSV2023020058,371Y200047_,Nozzle,Vòi phun
FMSV2023020058,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023020058,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023020058,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023020058,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020058,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023020058,30A1335314A,LG PROBE2,Ống dẫn sáng
FMSV2023020058,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023020058,56B11069912,BELT,dây đai
FMSV2023020058,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023020060,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023020060,68B12541530,FCT RING,Vòng sắt
FMSV2023020060,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023020060,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023020060,317Y200047B,CAP,Nắp nhựa
FMSV2023020060,371Y200079B,NOZZLE,Vòi phun
FMSV2023020060,342A1295820E,BSA  G391A,
FMSV2023020060,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023020060,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020060,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023020060,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023020060,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023020060,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023020060,858Y200030E,VCA,Bộ phận kết nối tín hiệu
FMSV2023020060,56B11069912,BELT,dây đai
FMSV2023020060,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023020060,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023020061,343A1118809C,ISA-G202A,Bộ phận thân ống soi
FMSV2023020061,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023020061,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023020061,343A1136505E,LG FLEXIBLESECTION ASSY,Vỏ ống dẫn
FMSV2023020063,820Y200295G,INSERTING SECTION ASSY,Bộ phận thân ống soi
FMSV2023020063,56B11069912,BELT,dây đai
FMSV2023020063,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023020063,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023020063,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020067,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023020067,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023030003,342A1295820E,BSA  G391A,
FMSV2023030003,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023030003,68B12541530,FCT RING,Vòng sắt
FMSV2023030003,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023030003,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023030003,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023030003,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023030003,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023030017,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2023030019,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023030019,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023030022,342A1295820E,BSA  G391A,
FMSV2023030022,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023030022,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023030022,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023030022,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023030022,56B11069912,BELT,dây đai
FMSV2023030040,898Y201120C,FSB A,Vỏ ống dẫn
FMSV2023030040,379N120028_,HEAT CONDUCTION SHEET,Bộ tản nhiệt
FMSV2023030040,113Y120085G,LD PCB ASSY,Bo mạch
FMSV2023030040,375N130001_,PACKING LG COVER(S),Vòng nhựa
FMSV2023030041,342A979721A,BSA-G166A,Bộ phận uốn cong
FMSV2023030041,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023030041,370Y200600_,AIR TUBE,Kênh khí
FMSV2023030041,370Y200595_,WATER TUBE,Kênh nước
FMSV2023030041,12A1333617B,MAIN COVER,Vỏ nhựa
FMSV2023030041,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023030041,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023030054,343A1327101,ISA-G390A ROHS,Bộ phận thân ống soi
FMSV2023030054,42B13320050,SLEEVE FG390A ROHS,Ống nối (đồng)
FMSV2023030054,54A3792390,NUT ASSY,Đai ốc (đồng)
FMSV2023030054,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023030054,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023030054,56B11069912,BELT,dây đai
FMSV2023030058,342A1295820E,BSA  G391A,
FMSV2023030058,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023030058,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023030058,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023030058,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023030058,23B1295823A,RING2 FG391A ROHS,Vòng sắt
FMSV2023030060,857Y200254A,Main PCB,Bo mạch chính
FMSV2023030061,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023030061,56B11069912,BELT,dây đai
FMSV2023030061,16A1327739D,LR LOCK KNOB,Khóa điều khiển
FMSV2023030061,191M020T_,E-CLIP,Vòng sắt
FMSV2023030061,374Y200024B,SUCTION VALVE ASS'Y 500_2,Ổ van hút
FMSV2023030069,848Y200206B,CHA-C741A,Đầu thu hình
FMSV2023030069,606Y200049B,LGB-C741A,Dây dẫn sáng
FMSV2023030069,830Y200200D,BSA-C741A,Bộ phận uốn cong
FMSV2023030069,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023030069,898Y201120C,FSB A,Vỏ ống dẫn
FMSV2023030069,372N200106A,FCT RING,Vòng sắt
FMSV2023030069,370Y200510B,FCT-C741A,Kênh sinh thiết
FMSV2023030069,370Y200615A,AWT-C740A,Kênh khí nước
FMSV2023030069,68A1336495A,J TUBE,Kênh nước phụ
FMSV2023030075,10A1224196D,CHA-C308A,Đầu thu hình
FMSV2023030075,370Y200590_,AW TUBE ASS''Y,Kênh khí nước
FMSV2023030075,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023030075,68A1192810A,FCT-C310A,Kênh sinh thiết
FMSV2023030075,68B1140782A,PIPE ROHS,Ống nối (đồng)
FMSV2023030075,57A12657070,DISTAL END CAP+UV ROHS,Nắp nhựa
FMSV2023030075,371Y200052_,NOZZLE,Vòi phun
FMSV2023030075,342A1318071D,BSA-C287A,Bộ phận uốn cong
FMSV2023030075,68B9804221,RBS-C158E,Vỏ cao su
FMSV2023030075,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023030075,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023030078,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023030080,68A12891150,AIR/WATER TUBE ASS'Y,Kênh khí nước
FMSV2023030080,68A12122590,FCT-G195AH,Kênh sinh thiết
FMSV2023030080,68B12353820,RING ROHS,Vòng sắt
FMSV2023030080,57A12657000,CAP,Nắp nhựa
FMSV2023030080,68A11768690,NOZZLE,Vòi phun
FMSV2023030080,68A921163D,FSA-G166A,Vỏ ống luồn
FMSV2023030080,342A979721C,BSA-G166A,Bộ phận uốn cong
FMSV2023030080,68B9804211,RBS-C361A,Vỏ cao su
FMSV2023030080,23B10212111,ISA RING 2,Vòng sắt
FMSV2023030080,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023040001,342A979721B,BSA-G166A,Bộ phận uốn cong
FMSV2023040001,68B9804211,RBS-C361A,Vỏ cao su
FMSV2023040001,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023040001,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023040004,68B12893640,PIPE ROHS,Ống nối (đồng)
FMSV2023040004,68A1295306A,FCT-FC675A(REPAIR) ROHS,Kênh sinh thiết
FMSV2023040004,68B12953080,B TUBE FC675A ROHS,Kênh bóng đôi
FMSV2023040004,370Y200610_,AIR/WATER TUBE ASS'Y,Kênh khí nước
FMSV2023040004,342A1295340E,BENDING SECTION C660A     ROHS,
FMSV2023040004,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023040004,42B1289482A,SLEEVE(ANGLE)5 FC675A ROHS,Ống nối (đồng)
FMSV2023040004,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023040019,10A12241960,CHA-C308A,Đầu thu hình
FMSV2023040019,370Y200590_,AW TUBE ASS''Y,Kênh khí nước
FMSV2023040019,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023040019,57B12733300,CAP,Nắp nhựa
FMSV2023040019,371Y200052_,NOZZLE,Vòi phun
FMSV2023040019,342A1251556A,BSA-C642A,Bộ phận uốn cong
FMSV2023040019,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023040019,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023040019,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023040019,68A12515180,FSA-C642AH / 9.3,Vỏ ống luồn
FMSV2023040019,23B8087081,ISA RING 2,Vòng sắt
FMSV2023040019,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023040021,10A1224196D,CHA-C308A,Đầu thu hình
FMSV2023040021,57B12733300,CAP,Nắp nhựa
FMSV2023040021,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023040039,606Y200046B,LG BUNDLE,Dây dẫn sáng
FMSV2023040039,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2023040039,68B12655070,RING,Vòng sắt
FMSV2023040039,370Y200600_,AIR TUBE,Kênh khí
FMSV2023040039,370Y200595_,WATER TUBE,Kênh nước
FMSV2023040039,57A12657080,CAP +UV ROHS,Nắp nhựa
FMSV2023040039,371Y200081_,NOZZLE,Vòi phun
FMSV2023040039,342A979721F,BSA-G166A,Bộ phận uốn cong
FMSV2023040039,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023040039,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023040039,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023040039,68A9211632,FSA-G166A,Vỏ ống luồn
FMSV2023040039,23B1021211A,ISA RING 2,Vòng sắt
FMSV2023040039,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023040039,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023040039,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023040043,830Y200600A,BSA-D126A,Bộ phận uốn cong
FMSV2023040043,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023040043,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023040043,385N130001B,RBS-D126A,Vỏ cao su
FMSV2023040043,363N200403_,SPLING HOLDING BASE(1.3MM),Giá đỡ
FMSV2023040043,401N200040A,SPLING HOLDING PLATE(1.3MM),Giá đỡ
FMSV2023040043,110M171001T_,SCREW,Ốc vít
FMSV2023040043,308S0873_,SPECIAL SCREW,Ốc vít
FMSV2023040043,350N130688_,RAIL COVER,Thanh ray
FMSV2023040043,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023040043,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023040057,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023040057,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023040057,104K129151G,POWER SUPPLY FV567A       ROHS,
FMSV2023040063,128Y200017C,SW BOX ASSY(4 BUTTON),Cụm 4 nút nhấn
FMSV2023040063,350N130688_,RAIL COVER,Thanh ray
FMSV2023040063,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023040063,363N200369_,SPLING HOLDING BASE(1.2MM),Giá đỡ
FMSV2023040063,401N130035_,SPLING HOLDING PLATE(1.2MM),Giá đỡ
FMSV2023040063,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023040063,110M171001T_,SCREW,Ốc vít
FMSV2023040063,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023040063,830Y200633B,BSA-G400A,Bộ phận uốn cong
FMSV2023040063,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023040063,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023040063,68B12541530,FCT RING,Vòng sắt
FMSV2023040063,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023040063,68A1336784A,A/W TUBE,Kênh khí nước
FMSV2023040063,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023040063,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023040064,898Y201632C,ISA-C728A(MIM),Bộ phận thân ống soi
FMSV2023040064,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023040064,350N130688_,RAIL COVER,Thanh ray
FMSV2023040064,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023040064,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023040064,363N130361_,SPLING HOLDING BASE(1.44MM),Giá đỡ
FMSV2023040064,401N130037_,SPLING HOLDING PLATE(1.44MM),Giá đỡ
FMSV2023040064,110M171001T_,SCREW,Ốc vít
FMSV2023040064,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023040064,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023040065,368N100118B,SLIDEING RING,Vòng sắt
FMSV2023040065,375N200200B,O-RING,Vòng cao su
FMSV2023040065,7A1333929F,LGB-C728A,Dây dẫn sáng
FMSV2023040065,68B1235415A,FCT RING,Vòng sắt
FMSV2023040065,370Y200005B,FCT-C728A,Kênh sinh thiết
FMSV2023040065,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023040065,68A1336495A,J TUBE,Kênh nước phụ
FMSV2023040065,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023040065,375N100284_,O-RING,Vòng cao su
FMSV2023040065,350N120376_,COVER L,Vòng cao su
FMSV2023040065,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023040065,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023040065,350N130688_,RAIL COVER,Thanh ray
FMSV2023040065,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023040065,363N130361_,SPLING HOLDING BASE(1.44MM),Giá đỡ
FMSV2023040065,401N130037_,SPLING HOLDING PLATE(1.44MM),Giá đỡ
FMSV2023040065,110M171001T_,SCREW,Ốc vít
FMSV2023040065,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023040065,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023040065,830Y200753A,BSA-C728A,Bộ phận uốn cong
FMSV2023040066,898Y201275E,ISA-G402A,Bộ phận thân ống soi
FMSV2023040066,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023040066,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023040066,350N130688_,RAIL COVER,Thanh ray
FMSV2023040066,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023040066,363N200369_,SPLING HOLDING BASE(1.2MM),Giá đỡ
FMSV2023040066,401N130035_,SPLING HOLDING PLATE(1.2MM),Giá đỡ
FMSV2023040066,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023040066,110M171001T_,SCREW,Ốc vít
FMSV2023040066,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023040069,57B939920B,CAP,Nắp nhựa
FMSV2023040069,68B11140392,NOZZLE,Vòi phun
FMSV2023040069,23B1021211A,ISA RING 2,Vòng sắt
FMSV2023040069,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023040069,68A921163H,FSA-G166A,Vỏ ống luồn
FMSV2023040069,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023050013,375N200200B,O-RING,Vòng cao su
FMSV2023050013,375N100282A,O RING W2,Vòng cao su
FMSV2023050013,830Y200631C,BSA-G403A,Bộ phận uốn cong
FMSV2023050013,68B11144712,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023050013,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023050013,343A1337437B,FSA-G403A,Vỏ ống luồn
FMSV2023050013,68B12541530,FCT RING,Vòng sắt
FMSV2023050013,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023050013,68A1336793A,A TUBE,Kênh khí
FMSV2023050013,68A1336794A,W TUBE,Kênh nước
FMSV2023050013,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023050013,371Y130049D,NOZZLE ASSY,Vòi phun
FMSV2023050013,317Y130069A,CAP,Nắp nhựa
FMSV2023050013,21A12756080,LG LENS BARREL,Thấu kính dẫn sáng
FMSV2023050013,350N130688_,RAIL COVER,Thanh ray
FMSV2023050013,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023050013,363N130360A,SPRING HOLDING BASE 1.3U1.2DLR,Giá đỡ
FMSV2023050013,401N130035_,SPLING HOLDING PLATE(1.2MM),Giá đỡ
FMSV2023050013,110M171001T_,SCREW,Ốc vít
FMSV2023050013,401N200040A,SPLING HOLDING PLATE(1.3MM),Giá đỡ
FMSV2023050013,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023050013,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023050013,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023050016,375N100282A,O RING W2,Vòng cao su
FMSV2023050016,375N200200B,O-RING,Vòng cao su
FMSV2023050016,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023050016,830Y200633B,BSA-G400A,Bộ phận uốn cong
FMSV2023050016,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023050016,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023050016,343A1337436B,FSA-G402A,Vỏ ống luồn
FMSV2023050016,68B12541530,FCT RING,Vòng sắt
FMSV2023050016,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023050016,68A1336784A,A/W TUBE,Kênh khí nước
FMSV2023050016,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023050016,10A1333935H,CHA-G402A,Đầu thu hình
FMSV2023050016,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023050025,830Y200633B,BSA-G400A,Bộ phận uốn cong
FMSV2023050025,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023050025,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023050025,68B12541530,FCT RING,Vòng sắt
FMSV2023050025,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023050025,68A1336784A,A/W TUBE,Kênh khí nước
FMSV2023050025,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023050025,350N130688_,RAIL COVER,Thanh ray
FMSV2023050025,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023050025,363N200369_,SPLING HOLDING BASE(1.2MM),Giá đỡ
FMSV2023050025,401N130035_,SPLING HOLDING PLATE(1.2MM),Giá đỡ
FMSV2023050025,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023050025,110M171001T_,SCREW,Ốc vít
FMSV2023050025,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023050025,343A1337436B,FSA-G402A,Vỏ ống luồn
FMSV2023050078,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023050078,10A1230572A,CHA-G201A ROHS,Đầu thu hình
FMSV2023050078,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2023050078,68B12655070,RING,Vòng sắt
FMSV2023050078,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023060018,343A1305079D,ISA-G290A,Bộ phận thân ống soi
FMSV2023060018,113Y200432B,NEW TV INTERFACE PCB,Bo mạch
FMSV2023060018,113Y200431B,NT TGCONT PCB,Bo mạch
FMSV2023060018,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023060018,56B11069912,BELT,dây đai
FMSV2023060018,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023060018,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023060018,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023060041,848Y200206B,CHA-C741A,Đầu thu hình
FMSV2023060041,68B1235415A,FCT RING,Vòng sắt
FMSV2023060041,370Y200005B,FCT-C728A,Kênh sinh thiết
FMSV2023060041,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023060041,370Y130089_,J TUBE,Kênh nước phụ
FMSV2023060041,830Y200753A,BSA-C728A,Bộ phận uốn cong
FMSV2023060041,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023060041,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023060041,350N130688_,RAIL COVER,Thanh ray
FMSV2023060041,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023060041,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023060041,363N130361_,SPLING HOLDING BASE(1.44MM),Giá đỡ
