rma,CUSTOMER_NAME,customer,location,model_d,sn,install_date,warranty_date,receive_date,inspection_date,start_time,end_time,repair_size,issue_part,ks,wr_report,change_stt,Approval,repair_status,e_score,w_score,update_time,return_date
FMSV2022080053,Hoang Long Clinic,FMSV00046,,EG-760Z,1G403K110,2017-02-08 00:00:00,2018-02-08 00:00:00,2022-08-24 16:29:42,2022-08-25 18:47:33,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-12-22 16:05:31.810000,2022-12-20 10:52:16
FMSV2022090009,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K093,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-09-07 12:58:41,2022-09-09 12:42:35,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-12-22 16:06:40.637000,2022-12-20 10:59:13
FMSV2022090012,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K048,2020-01-11 00:00:00,2021-01-11 00:00:00,2022-09-08 13:03:44,2022-09-09 16:36:26,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-12-22 16:06:59.869000,2022-12-20 11:00:02
FMSV2022070103,Bach Mai Hospital,FMSV00038,,ED-580XT,3D127K339,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-07-27 17:39:00,2022-07-29 18:39:57,2022-12-06 08:53:37,2022-12-27 14:43:01,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:27:32.810000,2022-12-29 17:18:45
FMSV2022100005,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-530FI,1C653K505,2019-12-06 00:00:00,2020-12-06 00:00:00,2022-10-04 20:44:03,2022-10-04 20:52:33,2022-12-23 14:32:00,2022-12-26 17:26:04,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:27:57.542000,2022-12-29 17:20:13
FMSV2022120046,Bach Mai Hospital,FMSV00038,,JW-2,RW599A470,2014-07-29 00:00:00,,2022-12-14 15:13:08,2022-12-16 18:07:52,2022-12-22 08:47:36,2022-12-22 16:49:49,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:30:41.361000,2022-12-29 18:01:19
FMSV2022120056,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-760R-V/I,4C728K103,2022-12-14 00:00:00,2023-12-14 00:00:00,2022-12-14 18:33:35,2022-12-23 16:23:17,2022-12-26 17:37:37,2022-12-27 17:40:44,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:30:49.386000,2022-12-30 00:40:56
FMSV2022120074,NGHIA HUNG HOSPITAL,FMSV00420,,EPX-2500(230V),1V564K426,,2018-09-11 00:00:00,2022-12-22 12:44:56,2022-12-22 12:46:26,2022-12-22 10:47:58,2022-12-27 14:47:30,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:33:22.897000,2022-12-29 18:05:58
FMSV2022120075,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,9G391K099,2021-12-03 00:00:00,2022-12-03 00:00:00,2022-12-23 17:59:28,2022-12-23 18:05:09,2022-12-23 16:05:42,2022-12-28 10:56:43,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:33:38.950000,2022-12-30 00:41:20
FMSV2022120083,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-600WL,1C692K147,2014-10-12 00:00:00,2015-10-11 00:00:00,2022-12-23 17:30:38,2022-12-26 19:06:36,2022-12-26 17:07:04,2022-12-28 10:14:41,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:34:32.557000,2022-12-30 00:42:36
FMSV2022120091,Nghe An Friendship General Hospital,FMSV00129,,VP-3500,2V609K074,2017-02-22 00:00:00,2018-02-22 00:00:00,2022-12-26 13:52:18,2022-12-26 13:52:59,2022-12-26 11:59:13,2022-12-28 10:42:22,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:35:02.490000,2022-12-30 00:45:18
FMSV2022120099,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,9G391K103,2021-12-03 00:00:00,2022-12-03 00:00:00,2022-12-26 18:08:48,2022-12-29 12:09:58,2022-12-29 10:10:39,2022-12-29 16:00:24,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:35:25.300000,2022-12-30 00:47:08
FMSV2022120101,Nghe An Friendship General Hospital,FMSV00129,,VP-3500,2V609K076,2017-02-22 00:00:00,2018-02-22 00:00:00,2022-12-28 13:30:12,2022-12-28 13:35:15,2022-12-28 11:37:48,2022-12-29 16:00:03,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:35:35.524000,2022-12-30 00:47:24
FMSV2022120104,MINH DUC HOSPITAL,FMSV00016,,VP-7000,6V644K271,2022-06-15 00:00:00,2023-06-15 00:00:00,2022-12-28 18:46:23,2022-12-28 18:55:45,2022-12-28 16:59:04,2022-12-28 17:09:28,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:35:50.803000,2022-12-28 19:11:32
FMSV2022120089,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-590WI,4C607A015,2013-09-30 00:00:00,2014-09-30 00:00:00,2022-12-23 17:41:00,2022-12-29 18:43:18,2023-01-05 10:17:48,2023-01-06 08:48:26,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-09 14:33:01.568000,2023-01-06 15:39:49
FMSV2022120093,Ha Dong General Hospital,FMSV00208,,EG-600WR,5G391K026,2019-09-05 00:00:00,2020-09-05 00:00:00,2022-12-26 17:52:50,2022-12-29 18:32:55,2022-12-29 16:33:28,2023-01-06 08:48:41,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-09 14:33:25.688000,2023-01-06 15:40:39
FMSV2022120094,Ha Dong General Hospital,FMSV00208,,EC-530WI3,4C642K022,2019-09-05 00:00:00,2020-09-05 00:00:00,2022-12-26 17:53:42,2022-12-28 19:09:18,2022-12-28 17:09:41,2023-01-06 08:48:57,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-09 14:33:37.282000,2023-01-06 15:41:45
FMSV2022090057,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,1C692K467,2016-06-06 00:00:00,2017-06-06 00:00:00,2022-09-28 11:11:02,2022-09-29 16:42:24,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:23:30.556000,2023-01-12 17:51:45
FMSV2022090058,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,4G391K115,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-09-28 11:12:26,2022-09-29 17:09:05,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:23:42.647000,2023-01-12 17:50:54
FMSV2022090061,Bach Mai Hospital,FMSV00038,,EG-600WR V2,2G391K305,2016-10-21 00:00:00,2017-10-21 00:00:00,2022-09-28 11:20:02,2022-10-03 11:53:17,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:23:56.797000,2023-01-12 17:52:37
FMSV2022090062,Bach Mai Hospital,FMSV00038,,EC-600WI,5C692K072,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-09-28 11:20:39,2022-09-29 11:23:25,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:24:09.579000,2023-01-12 17:50:25
FMSV2022100014,Nghe An Friendship General Hospital,FMSV00129,,EG-530WR,5G361K426,2019-03-19 00:00:00,2020-03-19 00:00:00,2022-10-05 19:30:26,2022-10-12 12:25:29,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:24:18.766000,2023-01-12 17:49:40
FMSV2022100021,Bach Mai Hospital,FMSV00038,,EG-600WR,7G391K125,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-10-07 11:12:46,2022-10-11 16:41:24,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:24:38.273000,2023-01-12 17:47:06
FMSV2022100022,Bach Mai Hospital,FMSV00038,,EG-600WR,7G391K347,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-10-07 11:14:08,2022-10-10 18:05:23,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:24:47.372000,2023-01-12 17:50:09
FMSV2022100024,Bach Mai Hospital,FMSV00038,,EC-600WI,6C692K129,2021-08-06 00:00:00,2022-08-12 00:00:00,2022-10-07 11:15:55,2022-10-11 17:30:51,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:24:58.379000,2023-01-12 17:48:45
FMSV2022100026,Hoang Long Clinic,FMSV00046,,EC-760R-V/I,1C728K177,2017-01-09 00:00:00,2018-01-09 00:00:00,2022-10-07 11:20:29,2022-10-12 17:12:21,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:25:08.998000,2023-01-12 17:49:12
FMSV2022100027,Hoang Long Clinic,FMSV00046,,EC-600WL,1C692K171,2014-10-12 00:00:00,2015-10-11 00:00:00,2022-10-07 11:21:31,2022-10-10 12:47:28,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-16 11:30:39.007000,2023-01-16 11:30:26
FMSV2022120097,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,6C692K090,2021-12-03 00:00:00,2022-12-03 00:00:00,2022-12-26 18:06:26,2022-12-28 12:55:11,2022-12-28 10:55:49,2022-12-30 08:23:44,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-30 14:58:06.750000,2023-01-30 13:11:58
FMSV2023010019,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-530FI,1C653K496,2018-09-06 00:00:00,2019-09-06 00:00:00,2023-01-09 17:03:53,2023-01-09 17:04:40,2023-01-09 15:05:06,2023-01-10 10:01:57,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-30 14:58:52.505000,2023-01-30 13:20:15
FMSV2022100071,HOA BINH GENERAL HOSPITAL,ANP00027,,EG-530NW,1G366K154,2016-06-09 00:00:00,2017-06-26 00:00:00,2022-10-25 18:34:13,2022-10-26 19:31:48,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-02-06 17:40:38.909000,2023-02-06 12:05:47
FMSV2022100086,Bach Mai Hospital,FMSV00038,,EG-600WR,8G391K379,2021-08-06 00:00:00,2022-08-12 00:00:00,2022-10-31 13:40:35,2022-11-07 16:29:20,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-02-06 17:41:21.405000,2023-02-06 12:06:59
FMSV2022100039,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K069,2020-01-11 00:00:00,2021-01-11 00:00:00,2022-10-12 18:27:29,2022-10-17 12:27:22,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-02-06 17:41:44.212000,2023-02-06 12:03:04
FMSV2022100042,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,2G391K206,2016-07-18 00:00:00,2017-07-18 00:00:00,2022-10-12 18:30:30,2022-10-13 15:21:39,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-02-06 17:42:24.292000,2023-02-06 12:03:27
FMSV2022100043,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K098,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-10-12 18:31:53,2022-10-13 18:32:43,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-02-06 17:42:36.468000,2023-02-06 12:03:50
FMSV2022100044,Thai Nguyen General Hospital,FMSV00103,,EG-250WR5,1G202K322,2015-10-12 00:00:00,,2022-10-12 18:35:07,2022-10-20 15:22:26,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-02-06 17:43:01.671000,2023-02-06 12:04:16
FMSV2023020020,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EP-6000,1V696K004,2018-12-28 00:00:00,,2023-02-08 18:41:11,2023-02-13 18:01:11,,,Khác,Other,,,Completed,Inspection,Đang giao hàng,7.0,0.0,2023-02-14 12:16:35.880000,2023-02-13 18:02:58
FMSV2023020023,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-760R,2G402K022,2018-04-20 00:00:00,2019-04-20 00:00:00,2023-02-08 18:56:14,2023-02-14 12:24:34,2023-02-14 10:25:10,2023-02-15 13:31:19,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-02-20 14:56:32.553000,2023-02-20 11:02:36
FMSV2023010043,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-760R,1G402K223,2017-11-27 00:00:00,2018-11-27 00:00:00,2023-01-31 12:18:38,2023-01-31 12:30:39,2023-02-17 10:54:38,2023-02-23 16:28:06,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-03-01 17:30:03.455000,2023-02-28 11:22:07
FMSV2023020001,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-600WR,9G391K367,2023-02-01 00:00:00,2024-02-01 00:00:00,2023-02-02 10:15:36,2023-02-06 11:55:15,2023-02-06 13:24:28,2023-02-09 11:10:50,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-03-01 17:30:16.884000,2023-02-23 12:10:59
FMSV2022070081,Bach Mai Hospital,FMSV00038,,EG-530WR,1G361K617,2015-10-05 00:00:00,2016-10-05 00:00:00,2022-07-21 11:35:41,2022-07-25 12:36:43,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-02 14:53:02.495000,2023-03-01 17:34:58
FMSV2022090065,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-590WL4,1C666K392,2017-08-09 00:00:00,2018-08-09 00:00:00,2022-09-29 10:32:51,2022-09-29 10:40:06,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-03 11:01:45.519000,2023-03-01 17:37:40
FMSV2022090066,115 PEOPLE HOSPITAL,FMSV00151,,EG-600WR,2G391K789,2017-06-06 00:00:00,2018-06-06 00:00:00,2022-10-10 17:13:45,2022-10-10 17:48:47,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-03 11:02:02.425000,2023-03-01 17:38:39
FMSV2022110018,Bach Mai Hospital,FMSV00038,,XL-4450,3S094D030,2013-08-06 00:00:00,2014-08-06 00:00:00,2022-11-08 18:46:43,2022-11-10 17:39:43,,,Khác,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-03 11:03:35.844000,2023-03-01 17:41:33
FMSV2022110019,Bach Mai Hospital,FMSV00038,,VP-4450HD,3V567D030,2013-08-06 00:00:00,2014-08-06 00:00:00,2022-11-08 18:47:15,2022-11-11 15:11:11,,,Khác,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-03 11:03:47.031000,2023-03-01 17:42:36
FMSV2022110023,Nghe An Friendship General Hospital,FMSV00129,,EC-530WL3,5C643K365,2020-09-05 00:00:00,2021-09-05 00:00:00,2022-11-10 13:12:38,2022-11-14 11:39:47,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-03 11:04:00.481000,2023-03-01 17:43:07
FMSV2022110024,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-600WR,1G391K560,2015-07-08 00:00:00,2016-07-07 00:00:00,2022-11-10 13:51:16,2022-11-17 12:18:28,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:45:00.474000,2023-03-01 17:46:17
FMSV2022110026,Binh Duong General Hospital,FMSV00209,,VP-4450HD,2V567K973,2018-03-30 00:00:00,2019-03-30 00:00:00,2022-11-18 11:45:54,2022-11-18 12:13:45,,,Khác,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:45:13.643000,2023-03-01 17:50:17
FMSV2022110027,Vietnam-Sweden Uong Bi Hospital,FMSV00044,,EC-530WI3,2C642K041,2018-04-05 00:00:00,2019-04-05 00:00:00,2022-11-14 13:35:46,2022-11-16 10:58:55,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:45:37.959000,2023-03-01 17:43:39
FMSV2022110028,UONG BI HOSPITAL,ANP00013,,EC-530WI3,1C642K107,2015-11-16 00:00:00,2016-11-25 00:00:00,2022-11-14 13:36:32,2022-11-16 18:28:31,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:45:51.168000,2023-03-01 17:45:44
FMSV2022110029,UONG BI HOSPITAL,ANP00013,,EC-530WI3,1C642K108,2015-11-16 00:00:00,2016-11-25 00:00:00,2022-11-14 13:37:29,2022-11-16 16:32:23,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:46:14.041000,2023-03-01 17:44:35
FMSV2022110031,UONG BI HOSPITAL,ANP00013,,EG-530FP,1G374K034,2015-11-16 00:00:00,2016-11-25 00:00:00,2022-11-14 13:39:26,2022-11-21 12:25:31,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:48:00.633000,2023-03-01 17:51:23
FMSV2022110033,Bach Mai Hospital,FMSV00038,,EG-600WR,8G391K371,2021-08-06 00:00:00,2022-08-12 00:00:00,2022-11-14 14:05:28,2022-11-17 16:47:56,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:50:00.130000,2023-03-01 17:47:56
FMSV2022110036,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K089,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-11-14 18:31:30,2022-11-16 18:06:11,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:50:12.280000,2023-03-01 17:45:07
FMSV2022110037,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,3G391K087,2019-01-01 00:00:00,2020-07-01 00:00:00,2022-11-14 18:32:11,2022-11-17 18:20:17,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:50:27.193000,2023-03-01 17:48:38
FMSV2022110038,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,2C692K095,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-11-14 18:32:52,2022-11-18 18:31:17,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:50:41.640000,2023-03-01 17:50:45
FMSV2022110040,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,5C692K034,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-11-14 18:34:00,2022-11-17 16:15:43,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:50:58.491000,2023-03-01 17:47:19
FMSV2022110041,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,2C692K093,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-11-14 18:34:42,2022-11-16 13:45:10,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:51:13.968000,2023-03-01 17:44:00
FMSV2022110053,Hue University of Medicine and Pharmacy - Ginec,FMSV00043,,EG-530UR2,RU039A058,2013-11-11 00:00:00,,2022-11-23 11:28:29,2022-11-23 15:00:08,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:51:45.546000,2023-03-01 17:52:45
FMSV2022110061,Bach Mai Hospital,FMSV00038,,EC-600WI,6C692K200,2021-11-20 00:00:00,2022-11-20 00:00:00,2022-11-30 12:27:56,2022-12-02 13:56:19,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:52:29.151000,2023-03-01 17:58:06
FMSV2022110063,Bach Mai Hospital,FMSV00038,,EG-600WR,7G391K156,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-11-30 12:29:49,2022-12-01 13:41:26,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:52:55.944000,2023-03-01 17:56:11
FMSV2022110065,Hanoi Medical University Hospital,FMSV00079,,XL-4450,2S094K540,2016-05-18 00:00:00,,2022-11-30 13:35:15,2022-12-05 17:04:17,,,Khác,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:53:21.964000,2023-03-01 17:58:47
FMSV2022110068,Bach Mai Hospital,FMSV00038,,EG-600WR,7G391K097,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-11-30 17:35:28,2022-11-30 18:06:22,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:53:36.481000,2023-03-01 17:54:17
FMSV2022110069,Bach Mai Hospital,FMSV00038,,EG-600WR,2G391K825,2018-01-10 00:00:00,2019-01-10 00:00:00,2022-11-30 18:34:09,2022-11-30 18:53:30,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:54:18.965000,2023-03-01 17:55:01
FMSV2022120002,Bach Mai Hospital,FMSV00038,,EG-600WR,2G391K861,2018-01-10 00:00:00,2019-01-10 00:00:00,2022-12-01 17:34:53,2022-12-01 17:39:00,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:54:34.168000,2023-03-01 17:56:58
FMSV2022120003,Bach Mai Hospital,FMSV00038,,EG-600WR V2,2G391K410,2016-10-21 00:00:00,2017-10-21 00:00:00,2022-12-01 18:33:29,2022-12-01 18:58:28,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:54:46.684000,2023-03-01 17:57:39
FMSV2022110039,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-600WI,1C692K439,2016-02-24 00:00:00,2017-02-24 00:00:00,2022-11-14 18:33:28,2022-11-17 18:31:39,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-03-06 10:56:54.742000,2023-03-01 17:49:50
FMSV2022110058,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-600WI,1C692K656,2017-10-11 00:00:00,2018-10-11 00:00:00,2022-12-15 17:03:07,2022-12-15 17:19:20,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:45:32.233000,2023-04-05 11:13:38
FMSV2022120006,Bach Mai Hospital,FMSV00038,,EG-600WR V2,2G391K315,2016-10-21 00:00:00,2017-10-21 00:00:00,2022-12-05 18:44:32,2022-12-05 18:51:35,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:46:17.309000,2023-04-05 11:15:14
FMSV2022120008,Bach Mai Hospital,FMSV00038,,EG-600WR,7G391K124,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-12-06 13:26:38,2022-12-06 13:33:53,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:46:27.811000,2023-04-05 11:01:09
FMSV2022120011,Bach Mai Hospital,FMSV00038,,EC-600WI,5C692K088,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-12-06 16:00:01,2022-12-06 16:26:22,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:46:55.764000,2023-04-05 10:57:00
FMSV2022120012,Bach Mai Hospital,FMSV00038,,EG-600WR,7G391K126,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-12-06 16:56:52,2022-12-06 18:09:01,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:47:07.072000,2023-04-05 11:00:20
FMSV2022120013,Nghe An Friendship General Hospital,FMSV00129,,EB-530T,1B084K474,2017-02-22 00:00:00,2018-02-22 00:00:00,2022-12-06 18:41:54,2022-12-08 16:53:52,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:47:21.809000,2023-04-05 10:59:57
FMSV2022120014,Hue University of Medicine and Pharmacy - Ginec,FMSV00043,,EG-530NW,2G366D118,2013-11-11 00:00:00,,2022-12-12 17:31:22,2022-12-12 18:12:42,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:47:36.857000,2023-04-05 11:05:10
FMSV2022120017,Bach Mai Hospital,FMSV00038,,EC-600WI,1C692K269,2015-10-05 00:00:00,,2022-12-07 16:10:46,2022-12-07 16:57:52,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:48:04.900000,2023-04-05 10:58:17
FMSV2022120018,Bach Mai Hospital,FMSV00038,,EG-580NW2,5G390K014,2021-02-23 00:00:00,2022-03-01 00:00:00,2022-12-08 11:27:19,2022-12-08 11:29:59,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:48:16.108000,2023-04-05 10:59:09
FMSV2022120019,Bach Mai Hospital,FMSV00038,,EC-600WI,1C692K861,2018-01-10 00:00:00,2019-01-10 00:00:00,2022-12-08 13:53:01,2022-12-08 14:02:56,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:48:28.017000,2023-04-05 10:58:43
FMSV2022120022,Bach Mai Hospital,FMSV00038,,EG-600WR,1G391K323,2014-10-11 00:00:00,2015-10-10 00:00:00,2022-12-09 16:08:20,2022-12-12 10:59:49,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:48:41.406000,2023-04-05 11:02:57
FMSV2022120023,Bach Mai Hospital,FMSV00038,,EC-590WL4,1C666K568,2019-08-25 00:00:00,2020-08-25 00:00:00,2022-12-09 16:50:04,2022-12-09 17:27:36,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:48:51.784000,2023-04-05 11:02:04
FMSV2022120026,Bach Mai Hospital,FMSV00038,,EC-590WL4,1C666K566,2019-08-25 00:00:00,2020-08-25 00:00:00,2022-12-12 11:46:05,2022-12-12 12:57:55,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-04-06 14:49:05.922000,2023-04-05 10:56:13
