rma_id,customer,MODEL,sn,Territory,type_s,tr_date,quotation_date,confirm_date,repair_note,status,p_status,p_score,return_date
FMSV2023090146,Tuyen Quang General Hospital,EC-530WM,3C593A008,North,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090147,Tuyen Quang General Hospital,EC-201WI,RC328A025,North,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090153,K3 Hanoi National Cancer Hospital,EG-760R,1G402K680,North,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090154,K3 Hanoi National Cancer Hospital,EC-760R-V/I,2C728K080,North,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090155,K3 Hanoi National Cancer Hospital,EC-760R-V/I,1C728K447,North,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090156,K3 Hanoi National Cancer Hospital,EG-760R,1G402K679,North,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090159,Hoang Long Clinic,EC-760R-V/I,1C728K176,North,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090164,Bach Mai Hospital,EG-600WR,8G391K381,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090165,Bach Mai Hospital,EG-600WR,8G391K427,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090166,Bach Mai Hospital,EG-720R,3G412K081,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090170,Bach Mai Hospital,EG-600WR,8G391K437,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090171,Bach Mai Hospital,EC-600WI,6C692K130,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090172,Bach Mai Hospital,EC-600WI,6C692K033,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090173,Lam Hoa Private Hospital,EG-250WR5,1G202K360,North,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090176,Bach Mai Hospital,EG-580NW2,6G390K093,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090179,Bach Mai Hospital,EG-600WR,8G391K373,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090180,Hoang Long Clinic,VP-4450HD,2V567K672,North,Bộ Xử lý,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090181,Bach Mai Hospital,EG-590WR,1G348K458,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090182,Bach Mai Hospital,EG-600WR,7G391K127,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090183,Bach Mai Hospital,EG-600WR,8G391K372,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090184,Bach Mai Hospital,EG-600WR,8G391K380,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090185,Bach Mai Hospital,EC-590WL4,1C666K566,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090186,Bach Mai Hospital,EC-600WI,5C692K088,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090189,Bach Mai Hospital,EC-600WI,1C692K269,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090190,Bach Mai Hospital,EC-600WI,1C692K861,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090191,Bach Mai Hospital,EG-580NW2,5G390K014,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090192,Bach Mai Hospital,EG-600WR,7G391K126,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090193,Bach Mai Hospital,EG-600WR,7G391K124,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090194,Bach Mai Hospital,EG-530WR,1G361K609,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090195,Bach Mai Hospital,EC-590WL4,1C666K568,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090197,Bach Mai Hospital,EG-600WR,1G391K323,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090198,Bach Mai Hospital,EG-590WR,1G348K456,,Ống soi dạ dày,2023-10-01,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090199,Bach Mai Hospital,EG-590WR,1G348K457,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090208,Thu Duc District Hospital,EB-530T,3B084A193,South,Ống soi khí phế quản,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090209,Viet Duc Hospital,EG-760R,1G402K687,North,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090210,Hue University Of Medicine And Pharmacy - Ginec,EG-530WR,4G361A487,South,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090211,Hue University Of Medicine And Pharmacy - Ginec,EC-530MP-H,4C656A006,South,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090212,Bai Chay Hospital,EC-600WI,1C692K696,North,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090215,E Hospital,XL-4450,3S094D177,North,Bộ nguồn sáng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090216,HCM City Pediatric Hospital,EB-530S,1B083K382,,Ống soi khí phế quản,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090217,Vinh Phuc General Hospital,EPX-2500(230V),2V564K066,North,Bộ Xử lý,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090218,Tuyen Quang General Hospital,EB-530T,1B084K617,North,Ống soi khí phế quản,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090219,Hoang Long Clinic,EG-760Z,1G403K145,North,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090220,Bach Mai Hospital - Nagoya Project,EC-600WL,1C692K140,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090222,Bach Mai Hospital,EG-600WR V2,2G391K411,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090223,Bach Mai Hospital,EC-600WI,1C692K645,,Ống soi đại tràng,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090224,Hue University Of Medicine And Pharmacy - Ginec,EG-530NW,2G366D118,South,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090225,Bach Mai Hospital,EG-600WR V2,2G391K372,,Ống soi dạ dày,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090226,Bach Mai Hospital,VP-7000,5V644K138,,Bộ Xử lý,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090227,Bach Mai Hospital,VP-4450HD,3V567D038,,Bộ Xử lý,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090228,Bach Mai Hospital,XL-4450,3S094D038,,Bộ nguồn sáng,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090229,Bach Mai Hospital,EC-600WI,1C692K870,,Ống soi đại tràng,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090230,Bach Mai Hospital,EN-450T5,RC361A105,,Ống soi ruột non,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090231,Bach Mai Hospital,EG-590WR,2G348K618,,Ống soi dạ dày,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090232,Bach Mai Hospital,EG-530WR,4G361A316,,Ống soi dạ dày,2023-09-30,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090233,Bach Mai Hospital,EG-590WR,1G348K318,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090234,Bach Mai Hospital,EC-600WI,1C692K598,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090235,Bach Mai Hospital,EG-590WR,1G348K513,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090236,Bach Mai Hospital,EG-590WR,2G348K611,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090238,Bach Mai Hospital,EG-590WR,1G348K514,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090239,Hue University Of Medicine And Pharmacy,EG-590WR,5G348A056,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090240,Bach Mai Hospital,EG-590WR,1G348K547,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090241,Bach Mai Hospital,EG-600WR V2,2G391K315,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090242,Bach Mai Hospital,EG-590WR,5G348A636,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090247,Bach Mai Hospital,EC-600WI,1C692K144,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090248,Bach Mai Hospital,EG-600WR,7G391K154,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090249,Bach Mai Hospital,XL-4450,3S094D030,,Bộ nguồn sáng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090250,Bach Mai Hospital,VP-4450HD,3V567D030,,Bộ Xử lý,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090254,Bach Mai Hospital,EG-600WR,8G391K371,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090255,Uong Bi Hospital,EG-530FP,1G374K034,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090256,Uong Bi Hospital,EC-530WI3,1C642K108,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090257,Vietnam-Sweden Uong Bi Hospital,EC-530WI3,2C642K041,North,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090258,Bach Mai Hospital,EC-600WI,6C692K200,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090259,Bach Mai Hospital,EG-600WR V2,2G391K410,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090260,Bach Mai Hospital,EG-600WR,2G391K861,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090261,Bach Mai Hospital,EG-600WR,2G391K825,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090262,Bach Mai Hospital,EG-600WR,7G391K097,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090265,Hue University Of Medicine And Pharmacy - Ginec,EG-530UR2,RU039A058,South,Ống soi siêu âm,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090268,Bach Mai Hospital,EG-600WR,7G391K156,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090269,Bach Mai Hospital,EG-600WR,8G391K379,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090275,Bach Mai Hospital,EG-600WR,7G391K125,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090276,Hoang Long Clinic,EC-600WL,1C692K171,North,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090277,Bach Mai Hospital,EC-600WI,6C692K129,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090278,Bach Mai Hospital,EG-600WR,7G391K347,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090279,Bach Mai Hospital,EC-600WI,5C692K072,,Ống soi đại tràng,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090282,Bach Mai Hospital,EG-600WR V2,2G391K305,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090287,Bach Mai Hospital,EG-530WR,1G361K617,,Ống soi dạ dày,2023-09-29,2023-10-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023080061,Nghe An Friendship General Hospital,EG-530WR,2G361K799,North,Ống soi dạ dày,2023-08-22,2023-10-10,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023100006,Hoa Binh General Hospital,EG-600WR,8G391K040,,Ống soi dạ dày,2023-10-03,2023-10-11,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023030040,Viet Duc Hospital,EC-760R-V/I,1C728K450,North,Ống soi đại tràng,2023-03-23,2023-10-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023030041,Hue University of Medicine and Pharmacy - Ginec,EG-530WR,4G361A481,South,Ống soi dạ dày,2023-03-23,2023-10-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023030079,DONG TRIEU GENERAL HOSPITAL,VP-4450HD,2V567K740,,Bộ Xử lý,2023-04-04,2023-10-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023090014,Bach Mai Hospital,EC-600WI,5C692K022,,Ống soi đại tràng,2023-09-13,2023-10-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023100013,Tuyen Quang General Hospital,EC-600WI,5C692K035,North,Ống soi đại tràng,2023-10-13,2023-10-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023100017,Hoang Long Clinic,EG-760Z,1G403K172,North,Ống soi dạ dày,2023-10-09,2023-10-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110004,FTYO - Loaner Asset,ED-530XT8,3D103L050,Loaner,Ống soi mật tụy,2023-11-02,2023-11-02,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023100031,National Lung Hospital,EB-530T,1B084K400,North,Ống soi khí phế quản,2023-10-27,2023-11-17,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110039,Lao Khoa Hospital,EC-530WL3,1C643K394,North,Ống soi đại tràng,2023-11-17,2023-11-23,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110021,E Hospital,EN-580T,1C675D080,North,Ống soi ruột non,2023-11-15,2023-11-23,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110056,Son Tay General Hospital,VP-4450HD,1V567A403,,Bộ Xử lý,2023-11-27,2023-11-30,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110057,Son Tay General Hospital,EB-530S,1B083A083,,Ống soi khí phế quản,2023-11-28,2023-11-30,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110058,Nam Dinh Provincial General Hospital ,EG-530FP,4G314A051,North,Ống soi dạ dày,2023-11-24,2023-11-30,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110036,Thien Duc International General Hospital- Ha Noi,VP-4450HD,2V567K898,North,Bộ Xử lý,2023-11-20,2023-11-30,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110069,Hue University Of Medicine And Pharmacy - Ginec,ED-530XT,SD102A080,South,Ống soi mật tụy,2023-11-30,2023-12-06,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110054,Nghe An Friendship General Hospital,VP-3500,2V609K076,North,Bộ Xử lý,2023-11-27,2023-12-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110063,Nghe An Friendship General Hospital,VP-3500,2V609K074,North,Bộ Xử lý,2023-11-27,2023-12-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120002,Van Phuc 2 Hospital,EG-250WR5,3G202K047,South,Ống soi dạ dày,2023-12-04,2023-12-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110051,No. 91 Endoscopy-Gastrointestinal-Gi Scaning Test Clinic,EC-760ZP-V/M,2C730K036,South,Ống soi đại tràng,2023-12-05,2023-12-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110013,Vietnam – Cuba Donghoi Friendship Hospital,EG-580NW2,7G390K013,North,Ống soi dạ dày,2023-11-14,2023-12-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110070,Hanoi Medical University Hospital,EC-600WI,6C692K090,North,Ống soi đại tràng,2023-12-04,2023-12-07,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120028,"FUJIFILM Vietnam Co., Ltd.",EG-760Z,1G403K314,Demo,Ống soi dạ dày,2023-12-19,2023-12-19,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023100027,Vietnam – Cuba Donghoi Friendship Hospital,EG-530WR,2G361K547,North,Ống soi dạ dày,2023-10-23,2023-12-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120019,Bernard Clinic,EC-760R-V/I,5C728K195,,Ống soi đại tràng,2023-12-13,2023-12-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120021,Hung Viet Cancer Hospital,EC-760ZP-V/M,8C730K001,,Ống soi đại tràng,2023-12-14,2023-12-25,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2024010003,Can Tho Stroke International Service General Hospital,EC-590ZW3/M,1C610K007,,Ống soi đại tràng,2024-01-02,2024-01-03,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2024010006,"FUJIFILM Vietnam Co., Ltd.",EG-580UR,1U048K087,Demo,Ống soi siêu âm,2024-01-04,2024-01-04,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120048,Tam Anh General Hospital (Hanoi),EG-760R,8G402K618,,Ống soi dạ dày,2024-01-02,2024-01-05,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120036,Cam Xuyen General Hospital,EC-530WI,3C591A035,,Ống soi đại tràng,2023-12-27,2024-01-05,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120034,National Geriatric Hospital,EB-530T,6B084A252,North,Ống soi khí phế quản,2023-12-27,2024-01-05,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120032,Nghe An Friendship General Hospital,EC-530WL3,1C643K944,North,Ống soi đại tràng,2023-12-27,2024-01-05,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023120030,Tuyen Quang General Hospital,VP-4450HD,3V567D513,North,Bộ Xử lý,2023-12-26,2024-01-05,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2024010007,Tay Nguyen Regional General Hospital,EG-530WR,5G361K061,,Ống soi dạ dày,2024-01-10,2024-01-15,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2024010009,Northwestern Nghe An Hospital,VP-4450HD,1V567A574,North,Bộ Xử lý,2024-01-09,2024-01-18,,,Parts Selection,Chờ xác nhận,4.0,
FMSV2023110009,Hoang Long Clinic,VP-4450HD,1V567K251,North,Bộ Xử lý,2023-11-06,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110025,Bach Mai Hospital,EG-600WR,8G391K370,,Ống soi dạ dày,2023-11-16,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110028,Bach Mai Hospital,EC-590WI,1C607K025,,Ống soi đại tràng,2023-11-17,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110027,Bach Mai Hospital,EC-600WI,6C692K198,,Ống soi đại tràng,2023-11-20,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110052,Hoang Long Clinic,EC-600WI,1C692K644,North,Ống soi đại tràng,2023-11-21,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110048,Hoang Long Clinic,EC-760ZP-V/M,1C730K142,North,Ống soi đại tràng,2023-11-21,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110055,Hoang Long Clinic,EG-760Z,1G403K205,North,Ống soi dạ dày,2023-11-22,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110045,Hoang Long Clinic,EG-600WR,1G391K374,North,Ống soi dạ dày,2023-11-22,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110026,Bach Mai Hospital,EG-600WR,8G391K367,,Ống soi dạ dày,2023-11-22,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110047,Hoang Long Clinic,EG-600WR,1G391K515,North,Ống soi dạ dày,2023-11-22,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110050,Hoang Long Clinic,EC-760ZP-V/M,1c730k143,North,Ống soi đại tràng,2023-11-22,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110059,"FUJIFILM Vietnam Co., Ltd.",EC-600WL,1C692K147,Demo,Ống soi đại tràng,2023-11-23,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110046,Hoang Long Clinic,EC-760ZP-V/M,1C730K109,North,Ống soi đại tràng,2023-11-24,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023110065,Hoang Long Clinic,EG-760Z,1G403K433,North,Ống soi dạ dày,2023-11-24,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023120009,Hoang Long Clinic,EG-600WR,1G391K988,North,Ống soi dạ dày,2023-12-11,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023120008,Hoang Long Clinic,EC-760ZP-V/M,2C730K016,North,Ống soi đại tràng,2023-12-11,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023120017,FTYO - Loaner Asset,EC-590ZW3/M,1C610D007,Loaner,Ống soi đại tràng,2023-12-18,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023120015,"FUJIFILM Vietnam Co., Ltd.",XL-4450,1S094A418,Demo,Bộ nguồn sáng,2023-12-18,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023120029,"FUJIFILM Vietnam Co., Ltd.",EC-530WI3,1C642K363,Demo,Ống soi đại tràng,2023-12-19,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023120020,"FUJIFILM Vietnam Co., Ltd.",EG-580NW2,1G390K230,Demo,Ống soi dạ dày,2023-12-22,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2024010002,Bach Mai Hospital,EC-600WI,9C692K184,,Ống soi đại tràng,2024-01-04,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2024010001,Bach Mai Hospital,EG-600WR,8G391K366,,Ống soi dạ dày,2024-01-04,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2024010004,"FUJIFILM Vietnam Co., Ltd.",EC-590WL4,1C666K485,Demo,Ống soi đại tràng,2024-01-09,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023120042,HCAP asset,EC-600WL,1C692K065,,Ống soi đại tràng,2024-01-09,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2024010025,Tra Vinh Pediatrics Hospital,EG-250WR5,2G202K073,,Ống soi dạ dày,2024-01-15,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2024010026,"FUJIFILM Vietnam Co., Ltd.",EG-720R,1G412K193,Demo,Ống soi dạ dày,2024-01-16,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2024010029,National Hospital Of Tropical Diseases,EG-530WR,LG361K948,North,Ống soi dạ dày,2024-01-17,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2024010028,Hanoi Medical University Hospital,EG-600WR,KG391K796,North,Ống soi dạ dày,2024-01-18,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2024010031,Hanoi Medical University Hospital,XL-4450,2S094K486,North,Bộ nguồn sáng,2024-01-18,,,,Inspection,Chuẩn bị báo giá,2.0,
FMSV2023120050,FTYO - Loaner Asset,EG-600WR,2G391K630,Loaner,Ống soi dạ dày,,,,,Receive,Đang Kiểm Tra,1.0,
FMSV2024010027,Hue Central Hospital,EC-530WL3,KC643K009,South,Ống soi đại tràng,,,,,Receive,Đang Kiểm Tra,1.0,
FMSV2024010034,"FUJIFILM Vietnam Co., Ltd.",EC-720R/I,1C741K089,Demo,Ống soi đại tràng,,,,,Receive,Đang Kiểm Tra,1.0,
FMSV2024010024L,"FUJIFILM Vietnam Co., Ltd.",EC-530WI3,1C642K365,Demo,Ống soi đại tràng,,,,,Create,Đã Nhận,0.0,
FMSV2024010032L,"FUJIFILM Vietnam Co., Ltd.",EG-760R,8G402K627,Demo,Ống soi dạ dày,,,,,Create,Đã Nhận,0.0,
